d_theory,vertices,edges,epsilon,time,d_true,recursive_calls,est_matching_size,theory_maximal_matching
11,100,666,0.10,19.5067,13.32,3967448,48.00,50
11,100,644,0.10,33.0324,12.88,7205780,47.00,50
12,100,710,0.10,73.6080,14.20,15109374,48.00,50
12,100,715,0.10,39.7459,14.30,7988542,47.00,50
12,100,713,0.10,32.1798,14.26,6497520,49.00,50
12,100,715,0.10,75.7516,14.30,14902938,49.00,50
12,100,711,0.10,41.7398,14.22,8571080,48.00,50
12,100,687,0.10,72.3927,13.74,14948716,46.00,50
12,100,702,0.10,153.8681,14.04,29869376,49.00,50
12,100,700,0.10,20.9360,14.00,4074174,49.00,50
12,100,714,0.10,39.2596,14.28,7746046,48.00,50
12,100,706,0.10,60.7424,14.12,11720090,48.00,50
